id,subject,prompt,A,B,C,D,E,answer,prompt_ko,A_ko,B_ko,C_ko,D_ko,E_ko
563,us_history,"The nickname ""Star Wars"" refers to which of the following?",Public arguments among cabinet members during the Ford administration ,The race to be the first nation to land an astronaut on the moon ,A missile-based defense system conceived by President Ronald Reagan ,The race for the top ratings for the evening network news broadcasts in the 1990s ,Special Prosecutor Kenneth Starr's tactics during his investigation of allegations against President Bill Clinton,C,"""스타워즈""라는 별명은 다음 중 어느 것을 의미하나요?",포드 행정부 시절 내각 구성원 간의 공개 논쟁,달에 우주인을 착륙시킨 최초의 국가가 되기 위한 경쟁,로널드 레이건 대통령이 고안한 미사일 기반 방어 시스템,1990년대 저녁 네트워크 뉴스 방송의 최고 시청률을 향한 경쟁,빌 클린턴 대통령에 대한 혐의를 수사하는 동안 케네스 스타 특별검사의 전술
564,us_history,Jazz is a blend of all the following musical influences EXCEPT:,spirituals ,the blues ,hymns ,work songs ,ragtime,C,재즈는 다음을 제외한 모든 음악적 영향이 혼합된 음악입니다:,영적,더 블루스,찬송가,작업 노래,래그타임
565,us_history,"It was a pleasure to live in those good old days, when a Federalist could knock a Republican down in the streets and not be questioned about it. The speaker of the above quotation most likely was referring to which decade in history?",1800s ,1850s ,1870s ,1920s ,1960s,A,연방주의자가 길거리에서 공화당원을 쓰러뜨려도 아무런 의심을 받지 않던 그 좋은 시절에 살게 되어 기뻤습니다. 위 인용문의 화자는 역사상 어느 10년을 언급하고 있을 가능성이 가장 높습니까?,1800s,1850s,1870s,1920s,1960s
566,us_history,Which political party was formed during the 1890s to address the concerns of U.S. farmers?,Democratic Party ,Republican Party ,Progressive Party ,Populist Party ,Socialist Party,D,1890년대에 미국 농부들의 우려를 해결하기 위해 결성된 정당은 어느 것인가요?,민주당,공화당,진보당,포퓰리스트 정당,사회당
567,us_history,African Americans and women first served in combat duty in which of the following wars?,Revolutionary War ,World War I ,Vietnam War ,Persian Gulf War ,War in Iraq,A,아프리카계 미국인과 여성이 처음으로 전투 임무에 참여한 전쟁은 다음 중 어느 것입니까?,혁명 전쟁,제1차 세계 대전,베트남 전쟁,페르시아만 전쟁,이라크 전쟁
568,us_history,Which of the following groups did NOT help form the Free-Soil Party in 1848?,Abolitionists ,Farmers ,Industrial workers ,Land reformers ,Southern conservatives,E,다음 중 1848년 자유당 결성에 도움을 주지 않은 단체는?,폐지론자,농부,산업 근로자,토지 개혁가,남부 보수주의자
569,us_history,Which of the following works would be most useful to a historian researching the living conditions of immigrants in New York City in the 1890s?,The House of Mirth by Edith Wharton ,How the Other Half Livesby Jacob Riis ,Theory of the Leisure Classby Thorstein Veblen ,The Bloodhounds of Broadway by Damon Runyon ,The Gangs of New York by Herbert Asbury,B,다음 중 1890년대 뉴욕시 이민자들의 생활 환경을 연구하는 역사가에게 가장 유용할 것 같은 작품은?,에디스 와튼의 미르스의 집,나머지 절반이 사는 방법제이콥 리이스,여가 수업의 이론토르슈타인 베블렌,데이먼 러니언의 브로드웨이의 블러드하운드,허버트 애스버리의 뉴욕 갱단
570,us_history,Civil rights groups opposed the Vietnam War primarily because,they supported the North Vietnamese and the communists ,the media had stopped covering the civil rights movement in order to cover the war news ,money that had been earmarked for social programs was diverted to military use ,they objected to the war on religious and pacifist grounds ,they wanted to prevent the reelection of President Lyndon Johnson,C,시민권 단체들이 베트남 전쟁에 반대하는 이유는 주로 다음과 같습니다.,그들은 북베트남과 공산주의자들을 지원했습니다.,언론은 전쟁 소식을 다루기 위해 민권 운동에 대한 보도를 중단했습니다.,사회 프로그램에 배정되었던 자금이 군사적 용도로 전용되었습니다.,"그들은 종교적, 평화주의적 이유로 전쟁에 반대했습니다.",그들은 린든 존슨 대통령의 재선을 막으려 했습니다.
571,us_history,Accusations of improper conduct in the personal life of a candidate for high office are an example of which of the following?,Muckraking ,Mudslinging ,Gerrymandering ,Grandstanding ,Posturing,B,다음 중 고위 공직 후보자의 사생활에 대한 부적절한 행위 고발의 예는 무엇인가요?,머크레이킹,머슬링,게리맨더링,그랜드 스탠딩,자세
572,us_history,"Whenever I hear anyone arguing for slavery, I feel a strong impulse to see it tried on him personally. The speaker of the above quotation is probably which of the following?",Jefferson Davis ,Abraham Lincoln ,Theodore Roosevelt ,Stephen Douglas ,Robert Lee,B,노예제도를 옹호하는 사람의 말을 들을 때마다 저는 그 사람에게 직접 노예제도가 시행되는 것을 보고 싶은 강한 충동을 느낍니다. 위의 인용문의 화자는 다음 중 어느 쪽일까요?,제퍼슨 데이비스,아브라함 링컨,시어도어 루즈벨트,스티븐 더글러스,로버트 리
573,us_history,The precedent for a free press in the United States was set by a trial involving which of the following?,Thomas Paine ,John Peter Zenger ,Samuel Adams ,Phillis Wheatley ,Frederick Douglass,B,미국에서 자유 언론의 선례가 된 재판은 다음 중 어느 것인가요?,토마스 페인,존 피터 젠거,사무엘 아담스,필리스 휘틀리,프레드릭 더글라스
574,us_history,"In 1837, Democratic Party members of Congress passed a ""gag rule"" forbidding any discussion or debate of",corruption ,sedition ,abolition ,expansion ,imperialism,C,"1837년, 민주당 의원들은 다음 사항에 대한 토론이나 논쟁을 금지하는 '개그 규칙'을 통과시켰습니다.",부패,선동,폐지,확장,제국주의
575,us_history,Which of the following established a court system in the United States?,The Articles of Confederation ,The Bill of Rights ,The Fifth Amendment ,The Sixth Amendment ,The Judiciary Act of 1789,E,다음 중 미국에서 법원 시스템을 확립한 것은 무엇인가요?,연맹 규약,권리장전,수정 헌법 제5조,수정 헌법 제6조,1789년 사법부법
576,us_history,"A man who is good enough to shed his blood for his country is good enough to be given a square deal afterwards. More than that no man is entitled to, and less than that no man shall have. Which of the following is most likely true of the speaker of the above quotation?",He believed in equal opportunities for people of all social classes. ,He approved of U.S. involvement in foreign wars. ,He felt that veterans were entitled to special benefits. ,He was likely to side with owners rather than workers in labor disputes. ,He supported an all-volunteer military rather than a military draft.,A,"조국을 위해 피를 흘릴 만큼 선량한 사람은 그 후에 정당한 대가를 받을 자격이 충분합니다. 그 이상은 누구도 받을 자격이 없고, 그 이하로는 누구도 가질 수 없습니다. 다음 중 위 인용문의 화자에 대해 가장 사실일 가능성이 높은 것은?",그는 모든 사회 계층의 사람들에게 평등한 기회를 제공해야 한다고 믿었습니다.,그는 미국의 해외 전쟁 개입을 승인했습니다.,그는 재향군인들이 특별한 혜택을 받을 자격이 있다고 생각했습니다.,그는 노사 분쟁에서 노동자보다는 사용자 편을 들 가능성이 높았습니다.,그는 징병제 대신 전원이 자원하는 군대를 지지했습니다.
577,us_history,All of the following were proposals of Alexander Hamilton EXCEPT:,a national bank ,repeal of the whiskey tax ,protective tariffs ,the federal government should assume state debts incurred during the Revolution ,direct support to industry by government subsidies,B,다음은 모두 알렉산더 해밀턴이 제안한 내용입니다:,국립 은행,위스키 세금 폐지,보호 관세,연방 정부는 혁명 기간 동안 발생한 주정부 부채를 떠안아야 합니다.,정부 보조금을 통한 업계 직접 지원
578,us_history,Which of the following did President Abraham Lincoln quote from in his Gettysburg Address?,The Constitution ,The Declaration of Independence ,Common Sense ,The  Federalist Papers ,The Emancipation Proclamation,B,다음 중 에이브러햄 링컨 대통령이 게티즈버그 연설에서 인용한 것은 무엇인가요?,헌법,독립 선언서,상식,연방주의자 논문,해방 선언문
579,us_history,The American Federation of Labor was founded in 1886 as a result of,the Haymarket Riot ,the election of President Grover Cleveland ,a severe financial panic ,federal legislation ,negotiations between owners and workers,A,미국 노동 연맹은 1886년 다음과 같은 이유로 설립되었습니다.,헤이마켓 폭동,그로버 클리블랜드 대통령 선거,심각한 재정적 공황,연방법,소유주와 근로자 간의 협상
580,us_history,Which of the following spurred young people in the United States to push for the ratification of the Twenty-Sixth Amendment?,Opposition to the Vietnam War ,Support for a Republican administration ,Concern for veterans' rights ,Commitment to civil rights for all Americans ,Determination to ensure equal rights for men and women,A,다음 중 미국의 젊은이들이 수정헌법 제26조의 비준을 추진하게 된 계기는?,베트남 전쟁에 대한 반대,공화당 행정부에 대한 지원,재향군인의 권리에 대한 관심,모든 미국인을 위한 시민권에 대한 약속,남성과 여성의 동등한 권리를 보장하기 위한 결의
581,us_history,Which of the following was designed to enforce the provisions of the Eighteenth [Prohibition] Amendment?,Kansas-Nebraska Act ,War Powers Act ,Voting Rights Act ,Volstead Act ,Pure Food and Drug Act,D,다음 중 제18차 [금지] 수정안의 조항을 시행하기 위해 고안된 것은 무엇인가요?,캔자스-네브라스카 법,전쟁 권한법,투표권 법,볼스테드 법,순수 식품 및 의약품법
